shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
S2C,51.27488,16.89122,114
S2C,51.27452,16.89141,115
S2C,51.27447,16.89143,116
S2C,51.27439,16.89148,117
S2C,51.27377,16.8917,118
S2C,51.27313,16.89195,119
S2C,51.27298,16.89199,120
S2C,51.27269,16.89199,121
S2C,51.27237,16.89195,122
S2C,51.27223,16.89191,123
S2C,51.27125,16.89147,124
S2C,51.27085,16.89132,125
S2C,51.27066,16.89129,126
S2C,51.27047,16.89129,127
S2C,51.27029,16.89132,128
S2C,51.27009,16.89138,129
S2C,51.26927,16.89172,130
S2C,51.26655,16.89273,131
S2C,51.26651,16.89274,132
S2C,51.26647,16.89273,133
S2C,51.2664,16.89268,134
S2C,51.26635,16.89251,135
S2C,51.26602,16.89174,136
S2C,51.26577,16.89092,137
S2C,51.26561,16.89053,138
S2C,51.26499,16.8895,139
S2C,51.26482,16.88916,140
S2C,51.26453,16.88851,141
S2C,51.26447,16.88842,142
S2C,51.2644,16.88833,143
S2C,51.2642,16.88816,144
S2C,51.26399,16.88801,145
S2C,51.26371,16.88776,146
S2C,51.26356,16.8876,147
S2C,51.26348,16.88747,148
S2C,51.26328,16.88719,149
S2C,51.26318,16.88711,150
S2C,51.26302,16.88704,151
S2C,51.26291,16.88701,152
S2C,51.26282,16.88695,153
S2C,51.26268,16.88683,154
S2C,51.26218,16.88629,155
S2C,51.26167,16.88577,156
S2C,51.26127,16.88533,157
S2C,51.26111,16.88562,158
S2C,51.26085,16.88599,159
S2C,51.26076,16.88607,160
S2C,51.2607,16.88611,161
S2C,51.26076,16.88607,162
S2C,51.26085,16.88599,163
S2C,51.26111,16.88562,164
S2C,51.26127,16.88533,165
S2C,51.26132,16.8851,166
S2C,51.26111,16.88491,167
S2C,51.26075,16.88448,168
S2C,51.26052,16.88427,169
S2C,51.26032,16.88412,170
S2C,51.26014,16.88401,171
S2C,51.26008,16.88399,172
S2C,51.25986,16.88395,173
S2C,51.25974,16.88394,174
S2C,51.25945,16.88389,175
S2C,51.25938,16.88387,176
S2C,51.25923,16.88378,177
S2C,51.25889,16.88355,178
S2C,51.25888,16.88355,179
S2C,51.25888,16.88354,180
S2C,51.25854,16.8833,181
S2C,51.25813,16.88295,182
S2C,51.25784,16.88279,183
S2C,51.25743,16.88263,184
S2C,51.2573,16.88259,185
S2C,51.25721,16.88255,186
S2C,51.2571,16.88252,187
S2C,51.25709,16.88251,188
S2C,51.25686,16.88244,189
S2C,51.25685,16.88244,190
S2C,51.25635,16.88228,191
S2C,51.25611,16.88223,192
S2C,51.25606,16.88223,193
S2C,51.25602,16.88222,194
S2C,51.25595,16.88222,195
S2C,51.25592,16.88221,196
S2C,51.25497,16.88173,197
S2C,51.25469,16.88161,198
S2C,51.25445,16.88144,199
S2C,51.25402,16.88099,200
S2C,51.25373,16.88065,201
S2C,51.25365,16.88054,202
S2C,51.25342,16.88017,203
S2C,51.25306,16.87945,204
S2C,51.25301,16.87932,205
S2C,51.25261,16.87841,206
S2C,51.25261,16.8784,207
S2C,51.25246,16.87813,208
S2C,51.25216,16.8778,209
S2C,51.25207,16.87762,210
S2C,51.25197,16.87746,211
S2C,51.25163,16.87707,212
S2C,51.25157,16.87696,213
S2C,51.25143,16.87635,214
S2C,51.25143,16.87632,215
S2C,51.25141,16.87625,216
S2C,51.25139,16.87615,217
S2C,51.25137,16.87597,218
S2C,51.25142,16.87467,219
S2C,51.25143,16.87464,220
S2C,51.25143,16.87462,221
S2C,51.25145,16.87456,222
S2C,51.2515,16.87447,223
S2C,51.25152,16.87437,224
S2C,51.25158,16.87348,225
S2C,51.25151,16.86862,226
S2C,51.2515,16.86856,227
S2C,51.2515,16.86854,228
S2C,51.25148,16.86847,229
S2C,51.25145,16.86844,230
S2C,51.25143,16.86843,231
S2C,51.2514,16.86842,232
S2C,51.25125,16.86842,233
S2C,51.25121,16.8684,234
S2C,51.25119,16.8684,235
S2C,51.25117,16.86838,236
S2C,51.25115,16.86837,237
S2C,51.25113,16.86835,238
S2C,51.2476,16.86276,239
S2C,51.24745,16.86248,240
S2C,51.24714,16.86199,241
S2C,51.247,16.86173,242
S2C,51.24687,16.86156,243
S2C,51.24669,16.86126,244
S2C,51.24569,16.85974,245
S2C,51.24475,16.8582,246
S2C,51.24454,16.85789,247
S2C,51.24463,16.85695,248
S2C,51.24465,16.85638,249
S2C,51.24464,16.85629,250
S2C,51.24464,16.85615,251
S2C,51.24451,16.85323,252
S2C,51.2445,16.85254,253
S2C,51.24451,16.8525,254
S2C,51.24451,16.85248,255
S2C,51.24453,16.85245,256
S2C,51.24454,16.85242,257
S2C,51.24456,16.85239,258
S2C,51.24459,16.85236,259
S2C,51.24462,16.85234,260
S2C,51.24569,16.85181,261
S2C,51.24653,16.85127,262
S2C,51.2468,16.85115,263
S2C,51.24691,16.85114,264
S2C,51.24698,16.85114,265
S2C,51.24716,16.85117,266
S2C,51.2479,16.85136,267
S2C,51.24819,16.85145,268
S2C,51.24825,16.85148,269
S2C,51.24831,16.85149,270
S2C,51.24906,16.85148,271
S2C,51.24928,16.85144,272
S2C,51.24951,16.85162,273
S2C,51.25058,16.85206,274
S2C,51.25071,16.8521,275
S2C,51.25073,16.85211,276
S2C,51.25089,16.85215,277
S2C,51.25135,16.85224,278
S2C,51.25154,16.85229,279
S2C,51.25161,16.85233,280
S2C,51.25549,16.85385,281
S2C,51.25582,16.85401,282
S2C,51.25627,16.85416,283
S2C,51.25669,16.85423,284
S2C,51.25759,16.8543,285
S2C,51.25776,16.8543,286
S2C,51.259,16.85423,287
S2C,51.25937,16.85418,288
S2C,51.25977,16.8541,289
S2C,51.25988,16.85407,290
S2C,51.2599,16.85407,291
S2C,51.26009,16.85402,292
S2C,51.26022,16.854,293
S2C,51.26228,16.85357,294
S2C,51.26238,16.85354,295
S2C,51.26243,16.85351,296
S2C,51.26255,16.85341,297
S2C,51.26272,16.85324,298
S2C,51.26274,16.85321,299
S2C,51.26295,16.85308,300
S2C,51.26299,16.85304,301
S2C,51.26305,16.85313,302
S2C,51.26299,16.85304,303
S2C,51.26295,16.85308,304
S2C,51.26274,16.85321,305
S2C,51.26272,16.85324,306
S2C,51.26255,16.85341,307
S2C,51.26243,16.85351,308
S2C,51.26238,16.85354,309
S2C,51.26228,16.85357,310
S2C,51.26022,16.854,311
S2C,51.26009,16.85402,312
S2C,51.2599,16.85407,313
S2C,51.25988,16.85407,314
S2C,51.25977,16.8541,315
S2C,51.25937,16.85418,316
S2C,51.259,16.85423,317
S2C,51.25776,16.8543,318
S2C,51.25759,16.8543,319
S2C,51.25669,16.85423,320
S2C,51.25627,16.85416,321
S2C,51.25582,16.85401,322
S2C,51.25549,16.85385,323
S2C,51.25161,16.85233,324
S2C,51.25154,16.85229,325
S2C,51.25135,16.85224,326
S2C,51.25089,16.85215,327
S2C,51.25073,16.85211,328
S2C,51.25071,16.8521,329
S2C,51.25058,16.85206,330
S2C,51.24951,16.85162,331
S2C,51.24928,16.85144,332
S2C,51.24906,16.85148,333
S2C,51.24831,16.85149,334
S2C,51.24825,16.85148,335
S2C,51.24819,16.85145,336
S2C,51.2479,16.85136,337
S2C,51.24716,16.85117,338
S2C,51.24698,16.85114,339
S2C,51.24691,16.85114,340
S2C,51.2468,16.85115,341
S2C,51.24653,16.85127,342
S2C,51.24569,16.85181,343
S2C,51.24462,16.85234,344
S2C,51.24459,16.85236,345
S2C,51.24456,16.85239,346
S2C,51.24454,16.85242,347
S2C,51.24453,16.85245,348
S2C,51.24451,16.85248,349
S2C,51.24451,16.8525,350
S2C,51.2445,16.85254,351
S2C,51.24451,16.85323,352
S2C,51.24464,16.85615,353
S2C,51.24464,16.85629,354
S2C,51.24465,16.85638,355
S2C,51.24463,16.85695,356
S2C,51.24454,16.85789,357
S2C,51.24411,16.86073,358
S2C,51.24406,16.86118,359
S2C,51.24403,16.86172,360
S2C,51.24401,16.86291,361
S2C,51.24404,16.86371,362
S2C,51.24412,16.86493,363
S2C,51.2443,16.86626,364
S2C,51.2443,16.86648,365
S2C,51.24422,16.86817,366
S2C,51.2442,16.86836,367
S2C,51.24409,16.86901,368
S2C,51.2439,16.86973,369
S2C,51.24302,16.87244,370
S2C,51.2412,16.88083,371
S2C,51.24117,16.88101,372
S2C,51.24116,16.88112,373
S2C,51.24116,16.88129,374
S2C,51.24091,16.88219,375
S2C,51.24083,16.88238,376
S2C,51.24063,16.88258,377
S2C,51.24028,16.88284,378
S2C,51.23935,16.88359,379
S2C,51.23924,16.88369,380
S2C,51.23919,16.88372,381
S2C,51.239,16.88391,382
S2C,51.23866,16.88433,383
S2C,51.23847,16.88461,384
S2C,51.23807,16.88525,385
S2C,51.23798,16.88541,386
S2C,51.23791,16.8855,387
S2C,51.23781,16.8856,388
S2C,51.23774,16.88564,389
S2C,51.23762,16.88569,390
S2C,51.23749,16.88571,391
S2C,51.23727,16.88571,392
S2C,51.23483,16.88556,393
S2C,51.23431,16.88555,394
S2C,51.23424,16.88556,395
S2C,51.23417,16.88558,396
S2C,51.23413,16.8856,397
S2C,51.2341,16.88562,398
S2C,51.23408,16.88564,399
S2C,51.23404,16.88567,400
S2C,51.23397,16.88583,401
S2C,51.23393,16.88598,402
S2C,51.23389,16.88619,403
S2C,51.23368,16.88759,404
S2C,51.23351,16.88841,405
S2C,51.2333,16.8892,406
S2C,51.23309,16.88983,407
S2C,51.23294,16.89012,408
S2C,51.23284,16.89027,409
S2C,51.2323,16.89092,410
S2C,51.23177,16.8915,411
S2C,51.23135,16.89193,412
S2C,51.23058,16.89263,413
S2C,51.23009,16.89296,414
S2C,51.22989,16.89313,415
S2C,51.22982,16.89321,416
S2C,51.22965,16.89348,417
S2C,51.22929,16.89439,418
S2C,51.22883,16.89583,419
S2C,51.22857,16.89655,420
S2C,51.2285,16.89677,421
S2C,51.2284,16.89718,422
S2C,51.22827,16.89785,423
S2C,51.22809,16.89895,424
S2C,51.22803,16.89924,425
S2C,51.22798,16.89943,426
S2C,51.22778,16.89988,427
S2C,51.22743,16.90057,428
S2C,51.22729,16.9009,429
S2C,51.22723,16.90108,430
S2C,51.22717,16.90131,431
S2C,51.22713,16.90151,432
S2C,51.22693,16.90373,433
S2C,51.22682,16.90434,434
S2C,51.22677,16.90452,435
S2C,51.22672,16.90466,436
S2C,51.22665,16.90482,437
S2C,51.22571,16.90662,438
S2C,51.22532,16.90732,439
S2C,51.22499,16.90796,440
S2C,51.22473,16.90856,441
S2C,51.2246,16.90904,442
S2C,51.22454,16.90939,443
S2C,51.22438,16.911,444
S2C,51.22434,16.91195,445
S2C,51.22427,16.9157,446
S2C,51.22421,16.91736,447
S2C,51.22419,16.9187,448
S2C,51.22423,16.92013,449
S2C,51.22415,16.92406,450
S2C,51.22383,16.92415,451
S2C,51.22367,16.92417,452
S2C,51.22356,16.92417,453
S2C,51.2232,16.92413,454
S2C,51.22264,16.92403,455
S2C,51.22063,16.92374,456
S2C,51.22014,16.92362,457
S2C,51.21789,16.92328,458
S2C,51.21781,16.92328,459
S2C,51.21395,16.92358,460
S2C,51.21368,16.92361,461
S2C,51.2135,16.92362,462
S2C,51.21322,16.92365,463
S2C,51.2131,16.92367,464
S2C,51.21302,16.92369,465
S2C,51.21293,16.92373,466
S2C,51.21238,16.92404,467
S2C,51.21229,16.9241,468
S2C,51.21223,16.92415,469
S2C,51.21214,16.9242,470
S2C,51.21207,16.92425,471
S2C,51.21205,16.92428,472
S2C,51.21203,16.9243,473
S2C,51.21203,16.92431,474
S2C,51.21199,16.92435,475
S2C,51.2119,16.92449,476
S2C,51.21186,16.92459,477
S2C,51.21182,16.92479,478
S2C,51.21179,16.92506,479
S2C,51.21179,16.9252,480
S2C,51.21152,16.93061,481
S2C,51.21106,16.93552,482
S2C,51.21107,16.93561,483
S2C,51.2111,16.93568,484
S2C,51.21116,16.93579,485
S2C,51.21162,16.93649,486
S2C,51.21171,16.93665,487
S2C,51.21181,16.93693,488
S2C,51.21209,16.93784,489
S2C,51.21216,16.93801,490
S2C,51.21219,16.93805,491
S2C,51.2123,16.93825,492
S2C,51.21232,16.93831,493
S2C,51.21233,16.93833,494
S2C,51.21234,16.93837,495
S2C,51.21234,16.93847,496
S2C,51.21233,16.93854,497
S2C,51.21217,16.93925,498
S2C,51.21197,16.93993,499
S2C,51.21193,16.94011,500
S2C,51.21192,16.9402,501
S2C,51.21192,16.94035,502
S2C,51.21198,16.94123,503
S2C,51.21203,16.94288,504
S2C,51.21208,16.94329,505
S2C,51.2121,16.94338,506
S2C,51.21214,16.94342,507
S2C,51.21218,16.94344,508
S2C,51.21226,16.94347,509
S2C,51.2126,16.94354,510
S2C,51.21286,16.94361,511
S2C,51.21298,16.94365,512
S2C,51.213,16.94366,513
S2C,51.21307,16.94379,514
S2C,51.21309,16.94389,515
S2C,51.2131,16.94416,516
S2C,51.2131,16.94563,517
S2C,51.21312,16.94622,518
S2C,51.21314,16.94648,519
S2C,51.21343,16.94823,520
S2C,51.21365,16.94926,521
S2C,51.21391,16.95028,522
S2C,51.21396,16.95043,523
S2C,51.2141,16.95077,524
S2C,51.21422,16.95098,525
S2C,51.2155,16.95305,526
S2C,51.21422,16.95098,527
S2C,51.2141,16.95077,528
S2C,51.21396,16.95043,529
S2C,51.21391,16.95028,530
S2C,51.21365,16.94926,531
S2C,51.21343,16.94823,532
S2C,51.21314,16.94648,533
S2C,51.21312,16.94622,534
S2C,51.2131,16.94563,535
S2C,51.2131,16.94416,536
S2C,51.21309,16.94389,537
S2C,51.21307,16.94379,538
S2C,51.213,16.94366,539
S2C,51.21298,16.94365,540
S2C,51.21286,16.94361,541
S2C,51.2126,16.94354,542
S2C,51.21226,16.94347,543
S2C,51.21218,16.94344,544
S2C,51.21214,16.94342,545
S2C,51.2121,16.94338,546
S2C,51.21208,16.94329,547
S2C,51.21203,16.94288,548
S2C,51.21198,16.94123,549
S2C,51.21192,16.94035,550
S2C,51.21192,16.9402,551
S2C,51.21193,16.94011,552
S2C,51.21197,16.93993,553
S2C,51.21217,16.93925,554
S2C,51.21233,16.93854,555
S2C,51.21234,16.93847,556
S2C,51.21234,16.93837,557
S2C,51.21233,16.93833,558
S2C,51.21232,16.93831,559
S2C,51.2123,16.93825,560
S2C,51.21219,16.93805,561
S2C,51.21216,16.93801,562
S2C,51.21209,16.93784,563
S2C,51.21181,16.93693,564
S2C,51.21171,16.93665,565
S2C,51.21162,16.93649,566
S2C,51.21116,16.93579,567
S2C,51.2111,16.93568,568
S2C,51.21107,16.93561,569
S2C,51.21106,16.93552,570
S2C,51.21152,16.93061,571
S2C,51.21179,16.9252,572
S2C,51.21179,16.92506,573
S2C,51.21182,16.92479,574
S2C,51.21186,16.92459,575
S2C,51.2119,16.92449,576
S2C,51.21199,16.92435,577
S2C,51.21203,16.92431,578
S2C,51.21203,16.9243,579
S2C,51.21205,16.92428,580
S2C,51.21207,16.92425,581
S2C,51.21214,16.9242,582
S2C,51.21223,16.92415,583
S2C,51.21229,16.9241,584
S2C,51.21238,16.92404,585
S2C,51.21293,16.92373,586
S2C,51.21302,16.92369,587
S2C,51.2131,16.92367,588
S2C,51.21322,16.92365,589
S2C,51.2135,16.92362,590
S2C,51.21368,16.92361,591
S2C,51.21395,16.92358,592
S2C,51.21781,16.92328,593
S2C,51.21789,16.92328,594
S2C,51.22014,16.92362,595
S2C,51.22063,16.92374,596
S2C,51.22264,16.92403,597
S2C,51.2232,16.92413,598
S2C,51.22356,16.92417,599
S2C,51.22367,16.92417,600
S2C,51.22383,16.92415,601
S2C,51.22415,16.92406,602
S2C,51.22423,16.92013,603
S2C,51.22419,16.9187,604
S2C,51.22421,16.91736,605
S2C,51.22427,16.9157,606
S2C,51.22434,16.91195,607
S2C,51.22438,16.911,608
S2C,51.22454,16.90939,609
S2C,51.2246,16.90904,610
S2C,51.22473,16.90856,611
S2C,51.22499,16.90796,612
S2C,51.22532,16.90732,613
S2C,51.22571,16.90662,614
S2C,51.22665,16.90482,615
S2C,51.22672,16.90466,616
S2C,51.22677,16.90452,617
S2C,51.22682,16.90434,618
S2C,51.2269,16.90393,619
S2C,51.22693,16.90373,620
S2C,51.22713,16.90151,621
S2C,51.22717,16.90131,622
S2C,51.22723,16.90108,623
S2C,51.22729,16.9009,624
S2C,51.22743,16.90057,625
S2C,51.22778,16.89988,626
S2C,51.22798,16.89943,627
S2C,51.22803,16.89924,628
S2C,51.22809,16.89895,629
S2C,51.22827,16.89785,630
S2C,51.2284,16.89718,631
S2C,51.2285,16.89677,632
S2C,51.22857,16.89655,633
S2C,51.22883,16.89583,634
S2C,51.22929,16.89439,635
S2C,51.22965,16.89348,636
S2C,51.22982,16.89321,637
S2C,51.22989,16.89313,638
S2C,51.23009,16.89296,639
S2C,51.23058,16.89263,640
S2C,51.23135,16.89193,641
S2C,51.23177,16.8915,642
S2C,51.2323,16.89092,643
S2C,51.23284,16.89027,644
S2C,51.23294,16.89012,645
S2C,51.23309,16.88983,646
S2C,51.2333,16.8892,647
S2C,51.23351,16.88841,648
S2C,51.23368,16.88759,649
S2C,51.23389,16.88619,650
S2C,51.23393,16.88598,651
S2C,51.23397,16.88583,652
S2C,51.23404,16.88567,653
S2C,51.23408,16.88564,654
S2C,51.2341,16.88562,655
S2C,51.23413,16.8856,656
S2C,51.23417,16.88558,657
S2C,51.23424,16.88556,658
S2C,51.23431,16.88555,659
S2C,51.23483,16.88556,660
S2C,51.23727,16.88571,661
S2C,51.23749,16.88571,662
S2C,51.23762,16.88569,663
S2C,51.23774,16.88564,664
S2C,51.23781,16.8856,665
S2C,51.23791,16.8855,666
S2C,51.23798,16.88541,667
S2C,51.23807,16.88525,668
S2C,51.23847,16.88461,669
S2C,51.23866,16.88433,670
S2C,51.239,16.88391,671
S2C,51.23919,16.88372,672
S2C,51.23924,16.88369,673
S2C,51.23935,16.88359,674
S2C,51.24028,16.88284,675
S2C,51.24063,16.88258,676
S2C,51.24083,16.88238,677
S2C,51.24091,16.88219,678
S2C,51.24116,16.88129,679
S2C,51.24116,16.88112,680
S2C,51.24117,16.88101,681
S2C,51.2412,16.88083,682
S2C,51.24302,16.87244,683
S2C,51.2439,16.86973,684
S2C,51.24409,16.86901,685
S2C,51.2442,16.86836,686
S2C,51.24422,16.86817,687
S2C,51.2443,16.86648,688
S2C,51.2443,16.86626,689
S2C,51.24412,16.86493,690
S2C,51.24404,16.86371,691
S2C,51.24401,16.86291,692
S2C,51.24403,16.86172,693
S2C,51.24406,16.86118,694
S2C,51.24411,16.86073,695
S2C,51.24454,16.85789,696
S2C,51.24463,16.85695,697
S2C,51.24465,16.85638,698
S2C,51.24464,16.85629,699
S2C,51.24464,16.85615,700
S2C,51.24451,16.85323,701
S2C,51.2445,16.85254,702
S2C,51.24451,16.8525,703
S2C,51.24451,16.85248,704
S2C,51.24453,16.85245,705
S2C,51.24454,16.85242,706
S2C,51.24456,16.85239,707
S2C,51.24459,16.85236,708
S2C,51.24462,16.85234,709
S2C,51.24569,16.85181,710
S2C,51.24653,16.85127,711
S2C,51.2468,16.85115,712
S2C,51.24691,16.85114,713
S2C,51.24698,16.85114,714
S2C,51.24716,16.85117,715
S2C,51.2479,16.85136,716
S2C,51.24819,16.85145,717
S2C,51.24825,16.85148,718
S2C,51.24831,16.85149,719
S2C,51.24906,16.85148,720
S2C,51.24928,16.85144,721
S2C,51.24951,16.85162,722
S2C,51.25058,16.85206,723
S2C,51.25071,16.8521,724
S2C,51.25073,16.85211,725
S2C,51.25089,16.85215,726
S2C,51.25135,16.85224,727
S2C,51.25154,16.85229,728
S2C,51.25161,16.85233,729
S2C,51.25549,16.85385,730
S2C,51.25582,16.85401,731
S2C,51.25627,16.85416,732
S2C,51.25669,16.85423,733
S2C,51.25759,16.8543,734
S2C,51.25776,16.8543,735
S2C,51.259,16.85423,736
S2C,51.25937,16.85418,737
S2C,51.25977,16.8541,738
S2C,51.25988,16.85407,739
S2C,51.2599,16.85407,740
S2C,51.26009,16.85402,741
S2C,51.26022,16.854,742
S2C,51.26228,16.85357,743
S2C,51.26238,16.85354,744
S2C,51.26243,16.85351,745
S2C,51.26255,16.85341,746
S2C,51.26272,16.85324,747
S2C,51.26274,16.85321,748
S2C,51.26295,16.85308,749
S2C,51.26299,16.85304,750
S2C,51.26305,16.85313,751
S2C,51.26299,16.85304,752
S2C,51.26295,16.85308,753
S2C,51.26274,16.85321,754
S2C,51.26272,16.85324,755
S2C,51.26255,16.85341,756
S2C,51.26243,16.85351,757
S2C,51.26238,16.85354,758
S2C,51.26228,16.85357,759
S2C,51.26022,16.854,760
S2C,51.26009,16.85402,761
S2C,51.2599,16.85407,762
S2C,51.25988,16.85407,763
S2C,51.25977,16.8541,764
S2C,51.25937,16.85418,765
S2C,51.259,16.85423,766
S2C,51.25776,16.8543,767
S2C,51.25759,16.8543,768
S2C,51.25669,16.85423,769
S2C,51.25627,16.85416,770
S2C,51.25582,16.85401,771
S2C,51.25549,16.85385,772
S2C,51.25161,16.85233,773
S2C,51.25154,16.85229,774
S2C,51.25135,16.85224,775
S2C,51.25089,16.85215,776
S2C,51.25073,16.85211,777
S2C,51.25071,16.8521,778
S2C,51.25058,16.85206,779
S2C,51.24951,16.85162,780
S2C,51.24928,16.85144,781
S2C,51.24906,16.85148,782
S2C,51.24831,16.85149,783
S2C,51.24825,16.85148,784
S2C,51.24819,16.85145,785
S2C,51.2479,16.85136,786
S2C,51.24716,16.85117,787
S2C,51.24698,16.85114,788
S2C,51.24691,16.85114,789
S2C,51.2468,16.85115,790
S2C,51.24653,16.85127,791
S2C,51.24569,16.85181,792
S2C,51.24462,16.85234,793
S2C,51.24459,16.85236,794
S2C,51.24456,16.85239,795
S2C,51.24454,16.85242,796
S2C,51.24453,16.85245,797
S2C,51.24451,16.85248,798
S2C,51.24451,16.8525,799
S2C,51.2445,16.85254,800
S2C,51.24451,16.85323,801
S2C,51.24464,16.85615,802
S2C,51.24464,16.85629,803
S2C,51.24465,16.85638,804
S2C,51.24463,16.85695,805
S2C,51.24454,16.85789,806
S2C,51.24411,16.86073,807
S2C,51.24406,16.86118,808
S2C,51.24403,16.86172,809
S2C,51.24401,16.86291,810
S2C,51.24404,16.86371,811
S2C,51.24412,16.86493,812
S2C,51.2443,16.86626,813
S2C,51.2443,16.86648,814
S2C,51.24422,16.86817,815
S2C,51.2442,16.86836,816
S2C,51.24409,16.86901,817
S2C,51.2439,16.86973,818
S2C,51.24302,16.87244,819
S2C,51.2412,16.88083,820
S2C,51.24117,16.88101,821
S2C,51.24116,16.88112,822
S2C,51.24116,16.88134,823
S2C,51.24119,16.88155,824
S2C,51.24126,16.88179,825
S2C,51.2429,16.88661,826
S2C,51.24382,16.88899,827
S2C,51.24383,16.88903,828
S2C,51.24629,16.89536,829
S2C,51.24641,16.89527,830
S2C,51.24659,16.89516,831
S2C,51.24681,16.89505,832
S2C,51.25095,16.89338,833
S2C,51.25175,16.89312,834
S2C,51.25319,16.89279,835
S2C,51.25321,16.89279,836
S2C,51.25576,16.89221,837
S2C,51.25583,16.89216,838
S2C,51.25589,16.89209,839
S2C,51.25596,16.89194,840
S2C,51.25599,16.89184,841
S2C,51.25601,16.89173,842
S2C,51.25602,16.89158,843
S2C,51.25597,16.88994,844
S2C,51.25597,16.88952,845
S2C,51.25599,16.88917,846
S2C,51.25602,16.88897,847
S2C,51.25614,16.88853,848
S2C,51.2562,16.88835,849
S2C,51.25633,16.88803,850
S2C,51.2564,16.8879,851
S2C,51.25654,16.88767,852
S2C,51.2566,16.88759,853
S2C,51.25679,16.88739,854
S2C,51.25689,16.88731,855
S2C,51.25695,16.88727,856
S2C,51.25717,16.88717,857
S2C,51.25718,16.88716,858
S2C,51.25753,16.88706,859
S2C,51.25758,16.88705,860
S2C,51.25795,16.88694,861
S2C,51.25892,16.88671,862
S2C,51.26033,16.88634,863
S2C,51.26048,16.88626,864
S2C,51.26076,16.88607,865
S2C,51.26085,16.88599,866
S2C,51.26111,16.88562,867
S2C,51.26127,16.88533,868
S2C,51.26167,16.88577,869
S2C,51.26218,16.88629,870
S2C,51.26268,16.88683,871
S2C,51.26282,16.88695,872
S2C,51.26291,16.88701,873
S2C,51.26302,16.88704,874
S2C,51.26318,16.88711,875
S2C,51.26328,16.88719,876
S2C,51.26348,16.88747,877
S2C,51.26356,16.8876,878
S2C,51.26371,16.88776,879
S2C,51.26399,16.88801,880
S2C,51.2642,16.88816,881
S2C,51.2644,16.88833,882
S2C,51.26447,16.88842,883
S2C,51.26453,16.88851,884
S2C,51.26482,16.88916,885
S2C,51.26499,16.8895,886
S2C,51.26561,16.89053,887
S2C,51.26577,16.89092,888
S2C,51.26602,16.89174,889
S2C,51.26635,16.89251,890
S2C,51.2664,16.89268,891
S2C,51.26647,16.89273,892
S2C,51.26651,16.89274,893
S2C,51.26655,16.89273,894
S2C,51.26927,16.89172,895
S2C,51.27009,16.89138,896
S2C,51.27029,16.89132,897
S2C,51.27047,16.89129,898
S2C,51.27066,16.89129,899
S2C,51.27085,16.89132,900
S2C,51.27125,16.89147,901
S2C,51.27223,16.89191,902
S2C,51.27237,16.89195,903
S2C,51.27269,16.89199,904
S2C,51.27298,16.89199,905
S2C,51.27313,16.89195,906
S2C,51.27377,16.8917,907
S2C,51.27439,16.89148,908
S2C,51.27447,16.89143,909
S2C,51.27452,16.89141,910
S2C,51.27488,16.89122,911
S2C,51.27496,16.89117,912
S2C,51.27517,16.89106,913
S2C,51.27546,16.89078,914
S2C,51.27568,16.89064,915
S2C,51.27571,16.89063,916
S2C,51.27598,16.89058,917
S2C,51.27605,16.89056,918
S2C,51.27624,16.89053,919
S2C,51.27632,16.89053,920
S2C,51.27639,16.89054,921
S2C,51.27656,16.89059,922
S2C,51.27662,16.89062,923
S2C,51.27669,16.8906,924
S2C,51.27686,16.89068,925
S2C,51.27696,16.89076,926
S2C,51.27708,16.89093,927
S2C,51.27713,16.89105,928
S2C,51.27722,16.8912,929
S2C,51.27733,16.89131,930
S2C,51.27749,16.89142,931
S2C,51.27784,16.89155,932
S2C,51.27812,16.89163,933
S2C,51.27829,16.89174,934
S2C,51.27836,16.89181,935
S2C,51.27839,16.89185,936
S2C,51.27897,16.89359,937
S2C,51.27898,16.8936,938
S2C,51.27905,16.8937,939
S2C,51.27912,16.89378,940
S2C,51.28,16.89448,941
S2C,51.28004,16.89452,942
S2C,51.28055,16.89492,943
S2C,51.28211,16.89628,944
S2C,51.28506,16.89877,945
S2C,51.28338,16.90479,946
S2C,51.28319,16.90579,947
S2C,51.28315,16.9062,948
S2C,51.28316,16.90646,949
S2C,51.28319,16.90667,950
S2C,51.28319,16.90674,951
S2C,51.28321,16.90681,952
S2C,51.28322,16.90687,953
S2C,51.28322,16.90718,954
S2C,51.28317,16.90748,955
S2C,51.28281,16.9089,956
S2C,51.28279,16.90902,957
S2C,51.2827,16.90941,958
S2C,51.28259,16.91019,959
S2C,51.28257,16.91054,960
S2C,51.28257,16.91082,961
S2C,51.28262,16.91195,962
S2C,51.2826,16.91215,963
S2C,51.2826,16.91237,964
S2C,51.28254,16.91308,965
S2C,51.28254,16.91318,966
S2C,51.28251,16.91366,967
S2C,51.28251,16.91382,968
S2C,51.28252,16.91394,969
S2C,51.28267,16.91388,970
S2C,51.28332,16.91374,971
S2C,51.28357,16.91367,972
S2C,51.28476,16.91345,973
S2C,51.28656,16.91316,974
S2C,51.28682,16.91308,975
S2C,51.28704,16.91298,976
S2C,51.29001,16.91075,977
S2C,51.29012,16.9107,978
S2C,51.29034,16.91058,979
S2C,51.2906,16.9105,980
S2C,51.29073,16.91045,981
S2C,51.29274,16.90985,982
S2C,51.29362,16.90939,983
S2C,51.29412,16.9092,984
S2C,51.29415,16.90918,985
S2C,51.29419,16.90917,986
